Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,MonthName,Day,WeekOfYear,IsWeekend,SalesPerCustomer,PromoStatus,HolidayStatus,CompetitionGroup
496,2,2015-05-26,8403,898,1,0.0,0,1.0,Type D,Extended,2780.0,6.0,2015.0,0,0.0,0.0,None,2015,5,May,26,22,0,9.357461024498887,No Promo,Non-Holiday,Near
691,3,2015-05-06,8094,573,1,1.0,0,0.0,Type D,Extended,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,May,6,19,0,14.12565445026178,Promo,Non-Holiday,Near
457,6,2015-03-28,5767,517,1,0.0,0,0.0,Type D,Extended,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,28,13,1,11.154738878143133,No Promo,Non-Holiday,Far
906,4,2015-05-21,11594,1315,1,1.0,0,0.0,Type A,Basic,90.0,7.0,2010.0,0,0.0,0.0,None,2015,5,May,21,21,0,8.816730038022813,Promo,Non-Holiday,Very Near
457,2,2015-06-30,7266,550,1,1.0,0,0.0,Type D,Extended,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,June,30,27,0,13.210909090909091,Promo,Non-Holiday,Far
1101,5,2015-02-20,10813,1039,1,1.0,0,0.0,Type D,Extended,4060.0,9.0,2012.0,0,0.0,0.0,None,2015,2,February,20,8,0,10.407122232916265,Promo,Non-Holiday,Near
1000,5,2015-01-30,7456,654,1,1.0,0.0,0.0,Type A,Extended,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,January,30,5,0,11.400611620795107,Promo,Holiday,Near
821,5,2015-01-16,7204,851,1,1.0,0.0,0.0,Type A,Basic,1700.0,9.0,2009.0,0,0.0,0.0,None,2015,1,January,16,3,0,8.465334900117508,Promo,Holiday,Near
619,5,2015-02-27,3863,426,1,0.0,0,0.0,Type A,Basic,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,2,February,27,9,0,9.068075117370892,No Promo,Non-Holiday,Near
645,4,2015-07-02,11443,1264,1,1.0,0,0.0,Type A,Basic,90.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,7,July,2,27,0,9.053006329113924,Promo,Non-Holiday,Very Near
421,6,2015-04-11,10105,1054,1,0.0,0,0.0,Type C,Extended,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,4,April,11,15,1,9.587286527514232,No Promo,Non-Holiday,Near
113,1,2015-07-13,5302,501,1,1.0,0,0.0,Type D,Extended,20930.0,11.0,1999.0,0,0.0,0.0,None,2015,7,July,13,29,0,10.582834331337326,Promo,Non-Holiday,
701,1,2015-07-27,10123,828,1,1.0,0,0.0,Type D,Basic,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,27,31,0,12.22584541062802,Promo,Non-Holiday,Near
769,1,2015-04-27,13099,3577,1,1.0,0,0.0,Type B,Extra,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,4,April,27,18,0,3.662007268660889,Promo,Non-Holiday,Very Near
546,3,2015-03-11,11097,1502,1,0.0,0,0.0,Type A,Basic,580.0,1.0,2005.0,0,0.0,0.0,None,2015,3,March,11,11,0,7.3881491344873504,No Promo,Non-Holiday,Very Near
1085,6,2015-05-09,4638,483,1,0.0,0,0.0,Type C,Basic,4030.0,2.0,2015.0,0,0.0,0.0,None,2015,5,May,9,19,1,9.602484472049689,No Promo,Non-Holiday,Near
581,2,2015-01-27,6640,679,1,1.0,0.0,0.0,Type A,Basic,7250.0,12.0,2013.0,0,0.0,0.0,None,2015,1,January,27,5,0,9.779086892488955,Promo,Holiday,Moderate
366,6,2015-05-23,2995,305,1,0.0,0,0.0,Type D,Extended,6470.0,12.0,2004.0,0,0.0,0.0,None,2015,5,May,23,21,1,9.819672131147541,No Promo,Non-Holiday,Moderate
1088,5,2015-01-23,4417,448,1,0.0,0.0,0.0,Type A,Basic,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,January,23,4,0,9.859375,No Promo,Holiday,Near
852,6,2015-04-04,4434,526,1,0.0,0,1.0,Type C,Basic,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,4,14,1,8.429657794676807,No Promo,Non-Holiday,Very Near
950,6,2015-04-11,4158,432,1,0.0,0,0.0,Type A,Basic,8460.0,11.0,1994.0,0,0.0,0.0,None,2015,4,April,11,15,1,9.625,No Promo,Non-Holiday,Moderate
268,5,2015-06-19,5286,619,1,1.0,0,0.0,Type A,Basic,4520.0,2.0,2014.0,0,0.0,0.0,None,2015,6,June,19,25,0,8.539579967689821,Promo,Non-Holiday,Near
86,3,2015-03-18,5543,680,1,1.0,0,0.0,Type A,Basic,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,18,12,0,8.151470588235295,Promo,Non-Holiday,Very Near
191,4,2015-01-15,6601,703,1,1.0,0.0,0.0,Type A,Basic,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,January,15,3,0,9.389758179231864,Promo,Holiday,Near
304,5,2015-02-06,7923,1122,1,1.0,0,0.0,Type A,Basic,1950.0,7.0,2015.0,0,0.0,0.0,None,2015,2,February,6,6,0,7.061497326203209,Promo,Non-Holiday,Near
8,3,2015-04-01,8872,883,1,1.0,0,1.0,Type A,Basic,7520.0,10.0,2014.0,0,0.0,0.0,None,2015,4,April,1,14,0,10.047565118912797,Promo,Non-Holiday,Moderate
560,6,2015-02-28,16874,2040,1,0.0,0,0.0,Type C,Extended,1910.0,7.0,2013.0,0,0.0,0.0,None,2015,2,February,28,9,1,8.27156862745098,No Promo,Non-Holiday,Near
30,4,2015-04-02,6429,891,1,1.0,0,1.0,Type A,Basic,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,4,April,2,14,0,7.215488215488215,Promo,Non-Holiday,Very Near
1059,2,2015-05-05,9523,1169,1,1.0,0,0.0,Type C,Basic,3380.0,4.0,2013.0,0,0.0,0.0,None,2015,5,May,5,19,0,8.14627887082977,Promo,Non-Holiday,Near
767,6,2015-06-27,2791,293,1,0.0,0,0.0,Type A,Extended,13080.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,27,26,1,9.525597269624573,No Promo,Non-Holiday,Far
885,3,2015-02-25,5521,792,1,0.0,0,0.0,Type A,Basic,480.0,12.0,2005.0,0,0.0,0.0,None,2015,2,February,25,9,0,6.970959595959596,No Promo,Non-Holiday,Very Near
893,6,2015-03-21,5760,740,1,0.0,0,0.0,Type A,Basic,130.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,21,12,1,7.783783783783784,No Promo,Non-Holiday,Very Near
1039,2,2015-03-24,6467,866,1,0.0,0,0.0,Type A,Extended,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,March,24,13,0,7.467667436489608,No Promo,Non-Holiday,Very Near
775,6,2015-05-30,9286,649,1,0.0,0,0.0,Type D,Extended,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,May,30,22,1,14.308166409861325,No Promo,Non-Holiday,Moderate
381,3,2015-03-04,10363,1060,1,1.0,0,0.0,Type A,Basic,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,4,10,0,9.776415094339622,Promo,Non-Holiday,Near
443,2,2015-04-28,6839,549,1,1.0,0,0.0,Type D,Basic,11400.0,12.0,2005.0,0,0.0,0.0,None,2015,4,April,28,18,0,12.45719489981785,Promo,Non-Holiday,Far
785,4,2015-06-18,6836,601,1,1.0,0,0.0,Type D,Extended,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,June,18,25,0,11.374376039933445,Promo,Non-Holiday,Very Near
828,2,2015-04-28,6754,707,1,1.0,0,0.0,Type D,Extended,3290.0,12.0,2014.0,0,0.0,0.0,None,2015,4,April,28,18,0,9.553041018387553,Promo,Non-Holiday,Near
765,4,2015-07-23,8543,777,1,0.0,0,0.0,Type A,Extended,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,July,23,30,0,10.994851994851995,No Promo,Non-Holiday,
311,3,2015-07-22,6189,791,1,0.0,0,0.0,Type A,Extended,680.0,7.0,2005.0,0,0.0,0.0,None,2015,7,July,22,30,0,7.824273072060683,No Promo,Non-Holiday,Very Near
273,3,2015-05-13,8280,818,1,0.0,0,0.0,Type A,Extended,8480.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,13,20,0,10.122249388753056,No Promo,Non-Holiday,Moderate
483,2,2015-05-19,6774,909,1,1.0,0,1.0,Type A,Extended,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,May,19,21,0,7.452145214521452,Promo,Non-Holiday,Near
984,2,2015-07-07,4159,599,1,0.0,0,1.0,Type C,Basic,440.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,July,7,28,0,6.943238731218698,No Promo,Non-Holiday,Very Near
118,2,2015-03-31,13666,913,1,1.0,0,0.0,Type D,Extended,3580.0,9.0,2012.0,0,0.0,0.0,None,2015,3,March,31,14,0,14.968236582694415,Promo,Non-Holiday,Near
110,1,2015-07-27,7729,855,1,1.0,0,1.0,Type A,Extended,46590.0,4.0,2013.0,0,0.0,0.0,None,2015,7,July,27,31,0,9.039766081871345,Promo,Non-Holiday,
663,6,2015-04-25,5380,721,1,0.0,0,0.0,Type A,Extended,7860.0,5.0,2005.0,0,0.0,0.0,None,2015,4,April,25,17,1,7.461858529819695,No Promo,Non-Holiday,Moderate
1038,4,2015-05-21,6291,516,1,1.0,0,0.0,Type D,Basic,17290.0,10.0,2013.0,0,0.0,0.0,None,2015,5,May,21,21,0,12.19186046511628,Promo,Non-Holiday,Far
975,6,2015-07-25,4662,440,1,0.0,0,0.0,Type A,Extended,9630.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,25,30,1,10.595454545454546,No Promo,Non-Holiday,Moderate
709,6,2015-05-02,7294,893,1,0.0,0,0.0,Type A,Basic,500.0,12.0,2010.0,0,0.0,0.0,None,2015,5,May,2,18,1,8.167973124300111,No Promo,Non-Holiday,Very Near
500,4,2015-03-05,4999,374,1,1.0,0,0.0,Type D,Extended,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,5,10,0,13.366310160427808,Promo,Non-Holiday,Far
27,4,2015-02-12,6903,899,1,0.0,0,0.0,Type A,Basic,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,12,7,0,7.67853170189099,No Promo,Non-Holiday,Very Near
953,5,2015-02-20,6127,568,1,1.0,0,0.0,Type A,Basic,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,February,20,8,0,10.786971830985916,Promo,Non-Holiday,Far
511,1,2015-04-27,7038,941,1,1.0,0,0.0,Type A,Basic,2060.0,9.0,2009.0,0,0.0,0.0,None,2015,4,April,27,18,0,7.479277364505845,Promo,Non-Holiday,Near
944,2,2015-01-20,5200,885,1,0.0,0.0,0.0,Type C,Basic,1670.0,7.0,2015.0,0,0.0,0.0,None,2015,1,January,20,4,0,5.875706214689266,No Promo,Holiday,Near
1063,2,2015-03-31,7015,652,1,1.0,0,0.0,Type A,Extended,6250.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,31,14,0,10.75920245398773,Promo,Non-Holiday,Moderate
798,4,2015-03-26,6624,844,1,0.0,0,0.0,Type A,Basic,9560.0,4.0,2001.0,0,0.0,0.0,None,2015,3,March,26,13,0,7.848341232227488,No Promo,Non-Holiday,Moderate
502,1,2015-07-27,13152,1578,1,1.0,0,1.0,Type A,Basic,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,July,27,31,0,8.334600760456274,Promo,Non-Holiday,Very Near
687,2,2015-07-28,10326,769,1,1.0,0,1.0,Type D,Extended,2770.0,0.0,0.0,0,0.0,0.0,None,2015,7,July,28,31,0,13.427828348504551,Promo,Non-Holiday,Near
803,1,2015-06-15,9384,622,1,1.0,0,0.0,Type D,Basic,1760.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,June,15,25,0,15.086816720257234,Promo,Non-Holiday,Near
881,3,2015-03-18,4745,721,1,1.0,0,0.0,Type A,Basic,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,18,12,0,6.581137309292649,Promo,Non-Holiday,Very Near
1112,2,2015-04-07,7946,730,1,0.0,0,1.0,Type C,Extended,1880.0,4.0,2006.0,0,0.0,0.0,None,2015,4,April,7,15,0,10.884931506849314,No Promo,Non-Holiday,Near
326,2,2015-01-27,5213,407,1,1.0,0.0,0.0,Type D,Basic,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,1,January,27,5,0,12.808353808353809,Promo,Holiday,Far
628,5,2015-03-27,4908,649,1,0.0,0,1.0,Type A,Extended,2180.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,27,13,0,7.562403697996919,No Promo,Non-Holiday,Near
771,5,2015-07-31,8556,844,1,1.0,0,0.0,Type A,Basic,20640.0,9.0,2007.0,0,0.0,0.0,None,2015,7,July,31,31,0,10.137440758293838,Promo,Non-Holiday,
957,1,2015-03-23,8345,919,1,0.0,0,0.0,Type D,Extended,1420.0,11.0,2012.0,0,0.0,0.0,None,2015,3,March,23,13,0,9.080522306855277,No Promo,Non-Holiday,Near
934,5,2015-07-24,5748,667,1,0.0,0,1.0,Type A,Extended,5460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,24,30,0,8.617691154422788,No Promo,Non-Holiday,Moderate
325,3,2015-03-04,7080,667,1,1.0,0,0.0,Type A,Extended,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,3,March,4,10,0,10.614692653673163,Promo,Non-Holiday,Very Near
1110,3,2015-05-20,4868,543,1,1.0,0,0.0,Type C,Extended,900.0,9.0,2010.0,0,0.0,0.0,None,2015,5,May,20,21,0,8.965009208103131,Promo,Non-Holiday,Very Near
874,1,2015-03-16,6329,654,1,1.0,0,0.0,Type A,Basic,3210.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,16,12,0,9.67737003058104,Promo,Non-Holiday,Near
897,6,2015-07-18,3806,431,1,0.0,0,0.0,Type C,Extended,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,July,18,29,1,8.830626450116009,No Promo,Non-Holiday,Near
156,2,2015-06-09,6027,664,1,0.0,0,0.0,Type A,Basic,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,June,9,24,0,9.076807228915662,No Promo,Non-Holiday,Near
498,6,2015-03-14,8318,979,1,0.0,0,0.0,Type A,Basic,990.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,14,11,1,8.496424923391215,No Promo,Non-Holiday,Very Near
811,1,2015-05-18,4699,751,1,1.0,0,0.0,Type A,Basic,410.0,9.0,2012.0,0,0.0,0.0,None,2015,5,May,18,21,0,6.256990679094541,Promo,Non-Holiday,Very Near
395,3,2015-04-22,3423,442,1,0.0,0,0.0,Type A,Basic,3620.0,2.0,2013.0,0,0.0,0.0,None,2015,4,April,22,17,0,7.744343891402715,No Promo,Non-Holiday,Near
935,5,2015-06-12,4849,559,1,0.0,0,0.0,Type A,Extended,22350.0,6.0,2010.0,0,0.0,0.0,None,2015,6,June,12,24,0,8.674418604651162,No Promo,Non-Holiday,
100,4,2015-04-16,8128,659,1,1.0,0,0.0,Type D,Basic,17930.0,0.0,0.0,0,0.0,0.0,None,2015,4,April,16,16,0,12.333839150227618,Promo,Non-Holiday,Far
458,2,2015-07-21,7401,622,1,0.0,0,0.0,Type C,Basic,3390.0,0.0,0.0,0,0.0,0.0,None,2015,7,July,21,30,0,11.89871382636656,No Promo,Non-Holiday,Near
275,4,2015-03-12,5342,578,1,0.0,0,0.0,Type D,Basic,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,12,11,0,9.242214532871973,No Promo,Non-Holiday,Very Near
386,6,2015-02-21,6239,557,1,0.0,0,0.0,Type D,Extended,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,February,21,8,1,11.201077199281867,No Promo,Non-Holiday,Near
432,6,2015-06-27,7359,1010,1,0.0,0,0.0,Type A,Basic,810.0,5.0,2013.0,0,0.0,0.0,None,2015,6,June,27,26,1,7.286138613861386,No Promo,Non-Holiday,Very Near
265,3,2015-01-28,5720,516,1,1.0,0.0,0.0,Type A,Basic,4580.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,January,28,5,0,11.085271317829458,Promo,Holiday,Near
46,5,2015-04-17,7301,759,1,1.0,0,0.0,Type C,Basic,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,17,16,0,9.61923583662714,Promo,Non-Holiday,Near
383,6,2015-01-24,14076,1860,1,0.0,0.0,0.0,Type A,Extended,350.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,24,4,1,7.567741935483871,No Promo,Holiday,Very Near
236,1,2015-06-15,10858,1118,1,1.0,0,0.0,Type A,Basic,1000.0,11.0,2007.0,0,0.0,0.0,None,2015,6,June,15,25,0,9.711985688729875,Promo,Non-Holiday,Very Near
876,3,2015-05-06,12138,1107,1,1.0,0,0.0,Type A,Basic,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2015,5,May,6,19,0,10.964769647696476,Promo,Non-Holiday,
30,5,2015-03-13,3302,512,1,0.0,0,0.0,Type A,Basic,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,March,13,11,0,6.44921875,No Promo,Non-Holiday,Very Near
235,4,2015-05-28,4327,396,1,0.0,0,0.0,Type A,Basic,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,May,28,22,0,10.926767676767676,No Promo,Non-Holiday,Moderate
697,2,2015-02-03,12703,1107,1,1.0,0.0,0.0,Type D,Basic,3780.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,3,6,0,11.475158084914183,Promo,Holiday,Near
818,3,2015-01-28,6820,689,1,1.0,0.0,0.0,Type D,Basic,490.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,1,January,28,5,0,9.898403483309144,Promo,Holiday,Very Near
518,3,2015-03-18,6019,475,1,1.0,0,0.0,Type D,Extended,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,3,March,18,12,0,12.67157894736842,Promo,Non-Holiday,Near
593,5,2015-05-15,10818,1368,1,0.0,0,1.0,Type A,Extended,33060.0,3.0,2010.0,0,0.0,0.0,None,2015,5,May,15,20,0,7.907894736842105,No Promo,Non-Holiday,
287,3,2015-05-06,8256,749,1,1.0,0,0.0,Type C,Basic,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,May,6,19,0,11.022696929238986,Promo,Non-Holiday,Near
471,5,2015-04-24,6739,585,1,0.0,0,0.0,Type D,Basic,5300.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,4,April,24,17,0,11.51965811965812,No Promo,Non-Holiday,Moderate
32,5,2015-01-23,3216,423,1,0.0,0.0,0.0,Type A,Basic,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,January,23,4,0,7.602836879432624,No Promo,Holiday,Near
740,6,2015-04-25,7993,603,1,0.0,0,0.0,Type D,Basic,6400.0,3.0,2014.0,0,0.0,0.0,None,2015,4,April,25,17,1,13.255389718076286,No Promo,Non-Holiday,Moderate
818,1,2015-02-16,11454,952,1,1.0,0,0.0,Type D,Basic,490.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,2,February,16,8,0,12.031512605042018,Promo,Non-Holiday,Very Near
989,5,2015-05-22,7209,748,1,1.0,0,0.0,Type A,Basic,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,May,22,21,0,9.63770053475936,Promo,Non-Holiday,Near
629,5,2015-07-17,6410,575,1,1.0,0,0.0,Type D,Basic,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2015,7,July,17,29,0,11.147826086956522,Promo,Non-Holiday,Very Near
293,3,2015-05-27,5518,751,1,0.0,0,0.0,Type C,Extended,140.0,11.0,2007.0,0,0.0,0.0,None,2015,5,May,27,22,0,7.347536617842876,No Promo,Non-Holiday,Very Near
5,2,2015-02-03,6231,625,1,1.0,0.0,0.0,Type A,Basic,29910.0,4.0,2015.0,0,0.0,0.0,None,2015,2,February,3,6,0,9.9696,Promo,Holiday,
206,4,2015-07-30,8646,909,1,1.0,0,1.0,Type A,Extended,380.0,0.0,0.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,July,30,31,0,9.511551155115512,Promo,Non-Holiday,Very Near
823,6,2015-02-21,4005,389,1,0.0,0,0.0,Type A,Extended,16210.0,11.0,2010.0,0,0.0,0.0,None,2015,2,February,21,8,1,10.295629820051413,No Promo,Non-Holiday,Far
379,6,2015-04-25,3229,382,1,0.0,0,0.0,Type D,Basic,6630.0,0.0,0.0,0,0.0,0.0,None,2015,4,April,25,17,1,8.452879581151832,No Promo,Non-Holiday,Moderate
1067,1,2015-02-16,8465,646,1,1.0,0,1.0,Type D,Extended,12020.0,7.0,2009.0,0,0.0,0.0,None,2015,2,February,16,8,0,13.103715170278639,Promo,Non-Holiday,Far
965,1,2015-05-11,6301,727,1,0.0,0,0.0,Type A,Extended,110.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,11,20,0,8.667125171939478,No Promo,Non-Holiday,Very Near
366,2,2015-03-03,8620,733,1,1.0,0,0.0,Type D,Extended,6470.0,12.0,2004.0,0,0.0,0.0,None,2015,3,March,3,10,0,11.759890859481583,Promo,Non-Holiday,Moderate
250,4,2015-07-30,10695,705,1,1.0,0,1.0,Type D,Basic,3520.0,0.0,0.0,1,18.0,2012.0,"Feb,May,Aug,Nov",2015,7,July,30,31,0,15.170212765957446,Promo,Non-Holiday,Near
1004,2,2015-06-30,7508,574,1,1.0,0,0.0,Type D,Extended,970.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,June,30,27,0,13.0801393728223,Promo,Non-Holiday,Very Near
127,5,2015-04-17,6505,761,1,1.0,0,0.0,Type D,Basic,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,4,April,17,16,0,8.54796320630749,Promo,Non-Holiday,Near
910,1,2015-03-23,4380,494,1,0.0,0,0.0,Type D,Extended,12480.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,23,13,0,8.866396761133604,No Promo,Non-Holiday,Far
929,3,2015-07-08,5246,636,1,0.0,0,0.0,Type A,Extended,4820.0,9.0,2013.0,0,0.0,0.0,None,2015,7,July,8,28,0,8.248427672955975,No Promo,Non-Holiday,Near
844,4,2015-03-12,3232,389,1,0.0,0,0.0,Type A,Basic,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,3,March,12,11,0,8.308483290488432,No Promo,Non-Holiday,Near
554,1,2015-04-13,6544,759,1,1.0,0,0.0,Type C,Extended,1200.0,0.0,0.0,0,0.0,0.0,None,2015,4,April,13,16,0,8.621870882740447,Promo,Non-Holiday,Near
413,1,2015-05-04,10070,1184,1,1.0,0,0.0,Type A,Extended,760.0,9.0,2014.0,0,0.0,0.0,None,2015,5,May,4,19,0,8.505067567567568,Promo,Non-Holiday,Very Near
931,7,2015-06-14,2191,321,1,0.0,0,0.0,Type A,Extended,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,June,14,24,1,6.825545171339564,No Promo,Non-Holiday,Near
978,3,2015-07-08,7132,944,1,0.0,0,0.0,Type C,Extended,3890.0,0.0,0.0,0,0.0,0.0,None,2015,7,July,8,28,0,7.555084745762712,No Promo,Non-Holiday,Near
258,1,2015-01-19,5037,474,1,0.0,0.0,0.0,Type A,Basic,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,January,19,4,0,10.626582278481013,No Promo,Holiday,
810,1,2015-02-09,4852,408,1,0.0,0,0.0,Type D,Extended,9640.0,11.0,2013.0,0,0.0,0.0,None,2015,2,February,9,7,0,11.892156862745098,No Promo,Non-Holiday,Moderate
31,5,2015-02-13,6046,614,1,0.0,0,0.0,Type D,Extended,9800.0,7.0,2012.0,0,0.0,0.0,None,2015,2,February,13,7,0,9.846905537459284,No Promo,Non-Holiday,Moderate
158,5,2015-07-17,8978,528,1,1.0,0,0.0,Type D,Extended,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,7,July,17,29,0,17.00378787878788,Promo,Non-Holiday,Far
804,6,2015-07-18,5739,492,1,0.0,0,0.0,Type C,Extended,2100.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,July,18,29,1,11.664634146341463,No Promo,Non-Holiday,Near
951,3,2015-02-18,8453,754,1,1.0,0,0.0,Type D,Extended,710.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,18,8,0,11.210875331564987,Promo,Non-Holiday,Very Near
260,5,2015-06-05,6587,925,1,1.0,0,0.0,Type A,Basic,540.0,10.0,2011.0,0,0.0,0.0,None,2015,6,June,5,23,0,7.121081081081081,Promo,Non-Holiday,Very Near
468,2,2015-05-05,5079,569,1,1.0,0,0.0,Type C,Extended,5260.0,9.0,2012.0,0,0.0,0.0,None,2015,5,May,5,19,0,8.926186291739894,Promo,Non-Holiday,Moderate
15,2,2015-06-23,5143,566,1,0.0,0,0.0,Type D,Extended,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,June,23,26,0,9.086572438162545,No Promo,Non-Holiday,Near
713,5,2015-06-26,7801,962,1,0.0,0,0.0,Type A,Extended,220.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,June,26,26,0,8.109147609147609,No Promo,Non-Holiday,Very Near
402,4,2015-06-04,6018,560,1,1.0,0,0.0,Type C,Extended,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,June,4,23,0,10.746428571428572,Promo,Non-Holiday,Moderate
72,2,2015-04-21,3276,399,1,0.0,0,0.0,Type A,Basic,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,4,April,21,17,0,8.210526315789474,No Promo,Non-Holiday,Near
876,2,2015-06-02,15493,1542,1,1.0,0,0.0,Type A,Basic,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2015,6,June,2,23,0,10.0473411154345,Promo,Non-Holiday,
